loss,mape,val_loss,val_mape
0.012791668365314856,59122.93359375,0.008529285953564517,33868.83984375
0.006661477449397414,27445.75390625,0.0047722844177124435,105242.3125
0.004772960469758106,36686.3125,0.009145273661820318,40225.296875
0.00414894513526963,36406.12109375,0.00512333657229822,54620.890625
0.0036894874302196806,48805.703125,0.0030340980323914986,66471.6640625
0.0035301680634650637,36670.41015625,0.002904976563705347,55651.12109375
0.0033258415862475917,44687.0078125,0.002919825438558481,50747.12109375
0.003182349399987103,23712.474609375,0.0028475781125770665,55696.08203125
0.0030697089978572677,18572.51953125,0.0025794927788249534,87023.5234375
0.0030065433208088755,32483.21484375,0.003247210036802817,187761.75
0.0029581497608352518,26243.615234375,0.0025699910660487405,78898.2109375
0.0029551790633822904,31519.857421875,0.0033186521622948443,205495.71875
0.002879098940388126,25387.7109375,0.002787252917711008,78035.9375
0.0028710347658686213,20049.44140625,0.0027433904033012995,56968.5703125
0.0028544490596563634,23650.640625,0.00247412727733327,76393.671875
0.0028026997611494894,22567.87109375,0.0024912515676108722,56919.61328125
0.002781623134168528,26163.765625,0.002881251706635211,73432.5703125
0.0027996672876179217,20410.583984375,0.0033566776411978953,92741.4609375
0.002766686602385115,20698.283203125,0.0025287631861410633,97259.09375
0.00274566351616029,20397.173828125,0.002558544322137259,88771.3203125
0.0027522203427565806,27372.669921875,0.0024998994022823275,64955.24609375
0.002742727951130877,23021.74609375,0.0025502448368238183,74477.453125
0.0027077923467130225,24300.26171875,0.0028903817376097936,18243.076171875
0.0027273915767417117,26966.306640625,0.002567911847475988,76099.875
0.0026879686378258267,24079.568359375,0.0026560184593099364,65849.1640625
0.002700304359102906,30152.388671875,0.0032250180181802985,73394.5546875
0.0027052311810143925,21247.322265625,0.0024608837039291303,70424.609375
0.002682597261237896,28160.904296875,0.0026855973983518685,29007.45703125
0.0026974460754732965,23757.412109375,0.0026222351474021886,36485.25
0.0026859548049426433,17722.365234375,0.0024983887057895065,74966.5390625
0.002695247683839841,19546.03515625,0.002562231175627818,42893.4609375
0.00267823295112131,21699.28515625,0.0024765729601913945,57518.0546875
0.00266565078986272,27334.6171875,0.002483056780372227,45024.47265625
0.002662280755559519,23559.755859375,0.0027174619430494146,135750.296875
0.0026883434398510195,19366.123046875,0.0024192454053955704,84034.734375
0.0026509663029810637,21280.806640625,0.0027924229899375847,123225.34375
0.002641777927308517,21725.220703125,0.0028098672649351482,137498.59375
0.0026532794010304546,17197.50390625,0.0024808875821078326,68243.6953125
0.002647798593550668,23531.21875,0.0025286366643831803,67303.703125
0.0026338805034125255,17064.6796875,0.0025093649537362406,76780.765625
0.0026540880349101657,27297.4453125,0.002678114673359784,84968.2265625
0.002636631852552547,27911.59375,0.002493609093545019,44429.36328125
0.0026474057008528105,23854.916015625,0.0024392896719099737,49226.328125
0.002633372783581963,20152.578125,0.002443972689364163,72210.65625
0.0026065399194672954,18981.8203125,0.0026511419055729644,138928.96875
0.0026129062496504543,21370.416015625,0.0028549577383346052,134239.625
0.002647250153345324,24561.21484375,0.0025394508273371887,50160.71484375
0.0026331813203297177,20623.9765625,0.0024639138581403616,33807.9375
0.0026015298417137967,20929.587890625,0.0026100804256562592,36546.38671875
0.002612864897191777,20607.58984375,0.0023755465254395873,65796.703125
0.0026245820846850587,20293.634765625,0.002604904797964832,51185.3828125
0.002607328380473842,17194.439453125,0.0025092017829237423,106584.921875
0.0026097358237731003,18178.572265625,0.0024902468780953445,72502.3828125
0.002598037629530339,16853.349609375,0.002517693394293487,103684.328125
0.002595889879485308,18645.86328125,0.0024790770298972545,95514.9375
0.002600691391691818,22555.62890625,0.002952079455353856,137292.6875
0.002596717799003473,21287.1484375,0.002412122866715805,47356.53125
0.0025716338853462267,18500.326171875,0.002394736596624963,73684.4765625
0.0025854947019557832,19874.841796875,0.002351589842069808,46737.58203125
0.002558587565954964,23707.92578125,0.002414548343285717,59101.640625
0.002572519417694312,18748.72265625,0.00255938160716817,85760.28125
0.0025491775859904997,17955.91015625,0.0023804733272017025,78117.703125
0.0025609781028765994,22454.681640625,0.0025299448548525257,94385.5
0.0025637301398062353,16969.658203125,0.002397522304098153,70487.84375
0.0025389455408805005,18538.279296875,0.0026379600550337744,47767.7890625
0.0025394539034341353,23966.1953125,0.002590191239912475,50799.76171875
0.002546838972685953,19584.240234375,0.002720177005725053,46661.578125
0.002543447431476818,19463.953125,0.0023546065440267364,82785.9609375
0.002545018209128688,18946.244140625,0.002382363540785995,65382.41796875
0.0025309664344067796,19775.560546875,0.0024117969986827024,24658.43359375
0.002532520623577727,21442.443359375,0.0023386203501359164,38265.6953125
0.0025465820069914148,29072.779296875,0.0023855537831230247,71929.421875
0.0025178524922516384,20285.134765625,0.0023804424129483938,61300.09765625
0.002487258015389917,20337.396484375,0.0024253292071182942,36757.98828125
0.0025384046904490154,25782.458984375,0.002262492163632314,80912.4765625
0.00251894225229083,22855.326171875,0.002373833980639932,66433.03125
0.002527099463330992,16262.7197265625,0.002250428206184376,52012.6953125
0.0024915229429853924,17215.26171875,0.0026453303401825284,36656.328125
0.002496887443366192,20498.08984375,0.0023593386625607705,30400.083984375
0.002495378140644249,19813.451171875,0.0024792498254736736,22915.76953125
0.002476830352350312,17236.828125,0.00224249495494426,55109.99609375
0.0024971302061704763,19917.185546875,0.002436677533322179,64469.30078125
0.0025155706627894257,16810.92578125,0.002587294195174745,41879.6796875
0.002482416073207633,21735.427734375,0.0023324891447824617,56065.96875
0.0024961261195209574,14229.236328125,0.0024554200630855284,44786.734375
0.0024673229178129616,16512.49609375,0.002195557038171653,41939.00390625
0.0024655780095480763,15695.4931640625,0.0022821933540436595,28306.8203125
0.0024672646403186404,13803.765625,0.002520669176414427,67393.6171875
0.002471254471484256,20054.466796875,0.0022914765422426377,17429.02734375
0.0024654260593134974,19845.11328125,0.0024757339599049124,21441.54296875
0.0024650624700332598,13780.677734375,0.0023357198366555348,63606.41796875
0.0024534547334947323,14777.005859375,0.0023921374304897622,52480.9765625
0.002485124603482121,16665.7734375,0.002271035117525751,32433.28515625
0.0024650877306269386,18436.96875,0.0022613175786734777,43586.7109375
