loss,mape,val_loss,val_mape
0.01027103065213157,67279.375,0.004334268953673935,68136.140625
0.0040865427989954664,28035.458984375,0.003090668823552057,69679.1015625
0.003460174372072442,33767.75390625,0.0058593981750285525,75643.328125
0.0033111814535459723,44881.33984375,0.003426451828111691,142344.5
0.0031902823521424146,32016.5078125,0.003101307760497943,34158.72265625
0.003149094814150515,36238.25390625,0.0027582183552685656,64717.4921875
0.0030932869181605213,33851.40234375,0.0029068005760260174,78956.1015625
0.003030651495614389,24153.462890625,0.002948740274725592,59673.5390625
0.002951242874044988,20317.80859375,0.002714363332738463,84225.78125
0.0029147743917685947,24744.78125,0.0028367944058464182,108708.3515625
0.0028902212886802725,30394.2421875,0.0026110943440039065,70385.34375
0.002835092810250945,25502.232421875,0.0027625665505857213,45447.640625
0.0028203128091990946,18370.390625,0.0029944273604889304,59220.3515625
0.0028286810455828023,17822.27734375,0.0025808728751331414,53631.76171875
0.0028151730153141387,21984.02734375,0.0026328876006457675,39696.375
0.0028008107581823055,22312.966796875,0.0025442203419740314,74893.1796875
0.0028024197292782493,19319.802734375,0.002617158052038071,58982.546875
0.0027629927346577584,28273.392578125,0.003544038350623254,82806.703125
0.00275744742207166,18849.970703125,0.0025081924500379585,101277.4296875
0.0027631440475204233,17106.55078125,0.00284270378135523,59724.34375
0.0027430343322013898,24205.705078125,0.0026001355611984943,77817.6796875
0.0027366703003960644,19734.72265625,0.0025854426445702816,100874.5703125
0.002718654213544234,19725.513671875,0.0028717025781079056,23906.591796875
0.0027208347415898816,28531.0546875,0.002542991955404871,53558.90625
0.002695776749465425,22960.220703125,0.0028413026826306555,94155.46875
0.002688607487511837,25850.998046875,0.0034434419853438007,58311.140625
0.00271921711857036,29595.529296875,0.002577354744553164,48527.62890625
0.0027037689951643095,25248.548828125,0.002616472703890736,33471.4765625
0.0027045392322717077,23808.46875,0.0027987025555457853,64468.828125
0.0026993843448995533,23375.58984375,0.002597640659049594,111608.7265625
0.002685966561485271,20247.935546875,0.002489354076273356,60584.37890625
0.0026767269745784795,20089.125,0.0025235277185800715,57821.23046875
0.002674701034580752,27332.638671875,0.0024895357158978334,57306.01953125
0.0026609922772494413,21810.984375,0.002688361709197662,111467.1875
0.0026885216823005573,23344.83984375,0.0025086720084417182,79268.28125
0.002630213391256787,24686.330078125,0.0026413603102372943,88817.796875
0.0026548193421025395,18029.107421875,0.002625344217584916,113924.59375
0.0026518410091777725,17967.07421875,0.0026356886813757047,49797.93359375
0.0026311245170753386,24825.28515625,0.002550674081064167,64103.1328125
0.0026218039457196907,17131.724609375,0.0025716820342111904,72291.703125
0.0026558765261355094,28168.927734375,0.002797191787228601,117650.578125
0.0026234135093577836,32001.51171875,0.0024110525111777944,55300.265625
0.0026396617622635628,20225.501953125,0.0024848109535252853,42992.44140625
0.0026262929307423154,20270.8984375,0.002643073480582262,53892.671875
0.002621030979868719,24023.859375,0.002582859213806325,118633.5
0.0026141921582679122,24922.955078125,0.002808644054358787,64812.6328125
0.0026438302019831995,26498.962890625,0.0026100946850368422,66591.34375
0.002621585944462252,22243.533203125,0.002583202123516275,39900.703125
